"","precision","nDCG","N_nDCG","EPC"
"1",0.0646751366416911,0.0697339073627895,0.0631439553396525,0.025495904321504
"2",0.0553950845187679,0.0531182653799077,0.436550978314496,0.0653031113754019
"3",0.0277793462916712,0.0331439060669151,0.0572650292304993,0.022947872466743
