"","precision","nDCG","N_nDCG","EPC"
"1",0.0655376394691304,0.0709245482116245,0.18346497396857,0.104257123220828
"2",0.0275484566985005,0.0329451605949675,0.327449837139346,0.0971305172143867
"3",0.0275484566985005,0.0329451605949675,0.327449837139346,0.0971305172143867
